0
24.9332, 17.9442
24.6926, 17.7993
24.4938, 17.6634
24.29, 17.5001
24.0768, 17.3139
23.8639, 17.1598
23.5952, 16.9374
23.3636, 16.7422
23.0719, 16.5245
22.8357, 16.3338
22.4142, 15.9889
22.1734, 15.803
21.9374, 15.6307
21.641, 15.4039
21.4095, 15.227
21.0992, 14.9729
20.9184, 14.8185
20.7103, 14.678
20.3445, 14.3921
20.1592, 14.2379
19.9602, 14.102
19.7425, 13.925
19.5295, 13.757
19.3212, 13.6075
19.1543, 13.4531
18.9646, 13.317
18.8258, 13.2356
18.6592, 13.1086
18.4877, 12.9542
18.3487, 12.8407
18.2282, 12.7317
18.0755, 12.6183
17.9505, 12.5276
17.7698, 12.3733
17.5892, 12.2327
17.3528, 12.0238
17.1907, 11.8968
17.0564, 11.7879
