0
27.6237, 16.2481
27.5811, 16.2162
27.5469, 16.1785
27.5013, 16.1379
27.4531, 16.0944
27.4275, 16.0538
27.3791, 16.0161
27.3364, 15.9726
27.2938, 15.9262
27.2483, 15.8914
27.2085, 15.8392
27.1573, 15.7928
27.1203, 15.7551
27.0748, 15.7058
27.0264, 15.6652
26.9809, 15.6217
26.9325, 15.5752
26.8899, 15.5288
26.8472, 15.4882
26.7932, 15.4302
26.7391, 15.3867
26.6993, 15.3432
26.651, 15.3054
26.6139, 15.262
26.5798, 15.2243
26.5201, 15.1721
26.4689, 15.1199
26.4092, 15.0648
26.3495, 14.9923
26.2812, 14.9285
26.2158, 14.8646
26.1646, 14.8094
26.1077, 14.7544
26.0479, 14.7022
25.991, 14.6442
25.9399, 14.5977
25.8944, 14.5455
25.8375, 14.4934
25.7833, 14.4325
25.7237, 14.3745
25.664, 14.3223
25.5957, 14.2556
25.5445, 14.2034
25.4734, 14.1279
25.408, 14.0757
25.3425, 14.0061
25.2913, 13.9481
25.2401, 13.8988
25.169, 13.835
25.1207, 13.7828
25.0695, 13.7364
25.0098, 13.6813
24.9557, 13.6204
24.8988, 13.5711
24.8618, 13.5305
24.8163, 13.4782
24.768, 13.4376
24.7225, 13.3999
24.6855, 13.3535
24.6514, 13.3158
24.6059, 13.281
24.5603, 13.2375
24.5234, 13.1911
24.4835, 13.1562
24.4323, 13.107
24.3925, 13.0577
24.3413, 13.0142
24.2958, 12.9765
24.2588, 12.9301
24.1934, 12.8662
24.1252, 12.8112
24.0768, 12.753
24.0199, 12.698
23.9771, 12.6545
23.9175, 12.5994
23.8606, 12.5385
23.798, 12.4834
23.7469, 12.4283
23.6985, 12.3761
23.6416, 12.3296
23.5819, 12.2775
23.5307, 12.2166
23.4596, 12.1557
23.4055, 12.1005
23.3486, 12.0425
23.2974, 11.9845
23.2406, 11.9323
23.1894, 11.8742
23.1268, 11.8163
23.0756, 11.7641
22.9988, 11.6886
22.9419, 11.6364
22.8793, 11.5785
22.8111, 11.506
22.7513, 11.4567
22.6886, 11.3812
22.6375, 11.329
22.5863, 11.2913
22.5209, 11.2275
22.4612, 11.1695
22.3929, 11.1028
22.3304, 11.0448
22.2792, 10.9897
22.2251, 10.9346
22.1682, 10.8737
22.0971, 10.8128
22.0431, 10.7606
21.9805, 10.6938
21.9179, 10.6242
21.8553, 10.5749
21.807, 10.5198
21.7586, 10.4705
21.7103, 10.4241
21.6562, 10.3719
21.6078, 10.3255
21.5594, 10.282
21.4941, 10.224
21.4315, 10.1602
21.3803, 10.0993
21.3178, 10.0413
21.258, 9.9889
21.2125, 9.9339
21.167, 9.8875
21.1073, 9.8295
21.0475, 9.7772
20.9907, 9.7193
20.9565, 9.6903
20.9053, 9.6352
20.8456, 9.5714
20.7887, 9.5221
20.7318, 9.4612
20.6692, 9.4032
20.6152, 9.3481
20.5554, 9.2812
20.4929, 9.2233
20.4388, 9.1653
20.3848, 9.116
20.3393, 9.0783
20.2966, 9.0348
